WKT,nama,deskripsi
"POLYGON ((106.7236882 -6.0879372, 106.7133885 -6.0940821, 106.7003423 -6.0961304, 106.687296 -6.0968132, 106.6900426 -6.105689, 106.6975957 -6.1097855, 106.6927891 -6.1172956, 106.6879826 -6.1261711, 106.6907292 -6.1350465, 106.687296 -6.1439217, 106.6893559 -6.1746423, 106.7120152 -6.1835169, 106.7175084 -6.1923913, 106.7236882 -6.1917086, 106.7223149 -6.2087743, 106.7161351 -6.2217439, 106.7401677 -6.2251569, 106.7456609 -6.2367609, 106.7477208 -6.2490473, 106.753214 -6.2524601, 106.7504674 -6.273619, 106.7573338 -6.2749841, 106.7573338 -6.2797618, 106.762827 -6.2797618, 106.7607671 -6.2845395, 106.7669469 -6.287952, 106.7669469 -6.2934121, 106.77244 -6.3009197, 106.7745 -6.3118395, 106.7793065 -6.3159344, 106.8088322 -6.3152519, 106.805399 -6.3248065, 106.7992192 -6.334361, 106.7992192 -6.3411855, 106.7923527 -6.3473274, 106.7930394 -6.3637056, 106.8005925 -6.3657529, 106.8115788 -6.3637056, 106.8163853 -6.3555166, 106.8335515 -6.356199, 106.8390446 -6.3452801, 106.8335515 -6.3425503, 106.8431645 -6.3411855, 106.8493443 -6.3357259, 106.8520909 -6.3432328, 106.8568974 -6.3480099, 106.8562108 -6.3534693, 106.8617039 -6.3555166, 106.871317 -6.3527869, 106.8733769 -6.3589287, 106.8795567 -6.364388, 106.8843632 -6.3671177, 106.8919163 -6.3684825, 106.9015294 -6.3691649, 106.9049626 -6.3616584, 106.9145756 -6.364388, 106.9173222 -6.3432328, 106.9214421 -6.3289013, 106.9186955 -6.3241241, 106.9214421 -6.3166169, 106.9214421 -6.3016022, 106.9152623 -6.2968247, 106.9097691 -6.2988722, 106.9077092 -6.2818094, 106.9090825 -6.273619, 106.9049626 -6.2688413, 106.9049626 -6.2620158, 106.9104558 -6.2558729, 106.9152623 -6.2586031, 106.9180089 -6.2490473, 106.923502 -6.2531426, 106.9434148 -6.2517775, 106.9434148 -6.2388087, 106.9502812 -6.2190135, 106.9605809 -6.21287, 106.9667607 -6.2046786, 106.9667607 -6.1958044, 106.9708806 -6.1876128, 106.9708806 -6.1452871, 106.9715672 -6.1091027, 106.9667607 -6.0940821, 106.958521 -6.0940821, 106.9598943 -6.1009097, 106.9537144 -6.1009097, 106.9544011 -6.0947649, 106.9475346 -6.0947649, 106.9399815 -6.0995442, 106.9338017 -6.0974959, 106.9207555 -6.1022752, 106.9104558 -6.0988615, 106.9097691 -6.1036407, 106.9049626 -6.1063718, 106.9049626 -6.0981787, 106.892603 -6.0981787, 106.8929463 -6.1067131, 106.8901997 -6.1067131, 106.8912297 -6.0974959, 106.8881398 -6.0974959, 106.8884831 -6.1067131, 106.8860799 -6.1060304, 106.8860799 -6.0968132, 106.8836766 -6.0968132, 106.8840199 -6.1080786, 106.88093 -6.1060304, 106.8816167 -6.0951063, 106.8778401 -6.0944235, 106.8757802 -6.0985201, 106.8757802 -6.1026166, 106.8740636 -6.1097855, 106.8730336 -6.1155888, 106.8716603 -6.1108096, 106.8726903 -6.1043235, 106.8641072 -6.1121751, 106.8634206 -6.1149061, 106.8610173 -6.1149061, 106.8613606 -6.1097855, 106.8568974 -6.1108096, 106.8548375 -6.1135406, 106.8551808 -6.1179784, 106.8493443 -6.1200266, 106.8462544 -6.1200266, 106.8431645 -6.121392, 106.8335515 -6.1207093, 106.8284016 -6.1186611, 106.8270283 -6.1162715, 106.8174153 -6.1149061, 106.8163853 -6.1190025, 106.8098622 -6.1190025, 106.8036824 -6.0954476, 106.8026524 -6.1012511, 106.8002492 -6.0988615, 106.8000775 -6.0969839, 106.7987042 -6.0968132, 106.8005925 -6.1082493, 106.7968159 -6.1089321, 106.7959576 -6.1055183, 106.7968159 -6.0971546, 106.7961293 -6.0937407, 106.7932111 -6.0923752, 106.7909795 -6.093058, 106.7902928 -6.0988615, 106.7904645 -6.1062011, 106.7884045 -6.1073959, 106.785658 -6.10842, 106.7829114 -6.10842, 106.7774182 -6.1067131, 106.7763882 -6.1034701, 106.7746716 -6.1036407, 106.773985 -6.1050062, 106.7714101 -6.1039821, 106.7671185 -6.1017632, 106.7664319 -6.1000563, 106.7650586 -6.1003977, 106.763857 -6.1022752, 106.7593938 -6.1041528, 106.7535573 -6.102958, 106.751154 -6.100739, 106.7497807 -6.0998856, 106.7472058 -6.0998856, 106.7458325 -6.100739, 106.7446309 -6.1019339, 106.7406827 -6.1010804, 106.7393094 -6.1009097, 106.7362195 -6.0997149, 106.7319279 -6.0973252, 106.7276364 -6.0932287, 106.7267781 -6.0916924, 106.7267781 -6.0898148, 106.7255765 -6.08862, 106.7240315 -6.0893027, 106.7236882 -6.0879372))",Kota DKI Jakarta,
